movie,sentence,score
닥터 스트레인지: 대혼돈의 멀티버스,친구들이랑 봤는데 너무 너무 너무 재밌게 봤어요!!^^덕분에 정말 즐거운 시간 보냈네요~^^,10
닥터 스트레인지: 대혼돈의 멀티버스,정말 재미있게 보았고 좋아하던 공포영화 감독님 작품이라 그런지 색감이 진하게 묻어 나오네요,10
양자물리학,영화  맨 처음  스토리 우숩게 보다   깜짝 놀랐네요  나중에 한번 더 제대로 봐야겠네요강력  추천합니다 ~,10
나를 만나는 길,저도 보면서 눈물이 주룩주룩 세번정도 울었어요감동 ㅠㅠㅠㅠ명상할수있음에 감사해요,10
앵커,재밌는데 왜 평점이 낮지?,10
닥터 스트레인지: 대혼돈의 멀티버스,재있게 봄. 멀티버스에대한 이후 스토리가 궁금,10
구조견 루비,너무 감명깊게 봤어요!,10
닥터 스트레인지: 대혼돈의 멀티버스,마블 첫입문이었는데 재밌었어요 기말 끝나고 마블 정주행할 거임,10
1987,하나의 점이었던 사람들이 모여 선이 되고 그걸 이어 형태를 만든 사람들의 이야기,10
소울,삶이란건 목적이 아닌 살아가는 순간들이 중요한 것이다.,10
신의 한 수: 귀수편,이거 너무 재밌음. 1편만큼 재밌음,10
닥터 스트레인지: 대혼돈의 멀티버스,재밌다! 마블 시리즈를 다 보고 있는데 이번작도 재밌게 봤다.,10
연애 빠진 로맨스,전종서 손석구 두분다 너무 좋아하는 배우들이고 연기를 현실처럼 잘해요!! 진짜진짜 재밌게 봤어요 여러번 다시보기할것같아요~^^,10
닥터 스트레인지: 대혼돈의 멀티버스,완다가 이렇게 쎈케였는지 이제 알았네요ㅎㅎㅎ,10
고양이의 보은,무타 츤데레! 예쁜 동화같은 감성 좋다,10
날씨의 아이,개인적으로 이런 영화 너무 내 취향,10
어부바,최고의 감동입니다....,10
극장판 귀멸의 칼날: 무한열차편,마지막 전투는 찢었다 진짜... 여자친구 이거 보지도 않던 사람인데 마지막 전투 보고 귀칼 광팬됨,10
닥터 스트레인지: 대혼돈의 멀티버스,끝났어 끝났다고오오!!,10
투캅스 인 파리: 더 테이크다운,재맜는데 볼만함 재밋음,10
니 부모 얼굴이 보고 싶다,치밀한구성에 연기까지~~~,10
남과 여,몇번을 반복해서 봤습니다.볼때마다 놓쳤던 감정을 발견합니다. 연기 너무 좋았고 OST도 좋네요.기회가 된다면 핀란드에 가보고 싶어지네요.,10
닥터 스트레인지: 대혼돈의 멀티버스,완전 잼있어요 강추:) 심장 쫄깃쫄기하고 지루할틈이없었어요,10
약장수,"가난과 배금주의가 엷은 양심 위에서 마침내 순수한 악을 배양하는 과정을 한국색 깊게 묘사해낸 수작. 도끼날보다 시퍼런, 김인권의 피칠갑한 눈빛이 압권.",10
닥터 스트레인지,닥스2 보고나서 다시 보니까 넘 잘만든 영화입니다.,10
닥터 스트레인지: 대혼돈의 멀티버스,기존의 마블영화 느낌이 아니고 호러영화느낌때문에 호불호가 갈렸을수도 있어도 저는 굉장히 꿀잼이었습니다.,10
극장판 엉덩이 탐정: 수플레 섬의 비밀,귀여워서 꼭 봐야함,10
닥터 스트레인지: 대혼돈의 멀티버스,개인적으로 너무 재밌게 봄,10
아직 사랑하고 있습니까?,"내용도 괜찮고 특히 레이싱걸 출신, 키큰 여배우 몸매 좋고 노출 장면 진짜 볼만함. 나이는 좀 있는데 몸매가 농익은 게 왠만한 걸그룹 뺨침. 이거 찍고 이혼 했다는데 내가 남편이라도 빡칠만 함. 소장하고 있다가 그 돌씽 배우 한번씩 볼만 함.",10
닥터 스트레인지: 대혼돈의 멀티버스,"시작부터 1시간2~30분쯤까지는 10점인데, 뒷부분이 좀 지루한듯,유치한듯? 그래도 8.5~9점정도 되는거같음. 평점이 지나치게 낮은것같아 좀 올려봅니다",10
우연과 상상,감독 자신이 홍상수 영향을 많이 받았다고 말했지만.. 홍상수와 닮았으면서 또 다른 맛이 있는 멋진 영화,10
닥터 스트레인지: 대혼돈의 멀티버스,믿고보는 마블영화 ㅋㅋ,10
닥터 스트레인지: 대혼돈의 멀티버스,샘 레이미 그냥 최고다 스토리도 최고,10
닥터 스트레인지: 대혼돈의 멀티버스,보는 내내 집중이 잘됬어요. 중간에 장르가 공포인가 하는 생각이 들었네요ㅋ,10
닥터 스트레인지: 대혼돈의 멀티버스,샘 레이미는 참 매력있는 감독이다,10
닥터 스트레인지: 대혼돈의 멀티버스,재밌었어요3도 돌아요,10
배드 가이즈,진짜 심각하게 재미있어요 ㅋㅋ,10
닥터 스트레인지: 대혼돈의 멀티버스,재밋음 무서웟음 재밋음,10
스프링 블라썸,"처음엔 16살 소녀가 나와서 풋내 어린 숙녀의 모습을 집중 조명하는 장면에 아... 이런 레파토리? 잘 못 왔네 싶었지만 이거 진짜 어려운 영화에요. 같이 본 관객들 중 베레모 쓰고 앉아계신 할아버지만 이해하신 듯...사랑은 수직적이면서도 수평적이다. 살면서 사랑에 대해서 이렇게 이해해 본 적은 없는 데 역시 영화가 안겨다 주는 묘미입니다. 서로의 같은 감정을 춤으로 표현해내고 그들 수직적 관계의 팽팽한 긴장감을 더해주는 음악이 너무 근사하고 멋있었습니다.16살의 소녀, 어리지만 인간으로서 사랑이라는 걸 느낄 수 있는 어리지만은 않은 아이와 연극인으로서 나이가 많지만 많다고는 할 수 없는 아직 삶을 더 알아가야 하는 남자 복합적이에요. 뭐라 더 단정할 수 없지만 살아갈 날이 많고 우린 알아야할 게 더 남았다는 것.,. 그렀습니다. 붉은색은 집중시키지만 초록색은 모든 걸 끊어내늣 것 같다... 이 생각을 하며 집에 왔다는.., 이게 스물 두 살이 만든 거... 의심 없이 봐야겠죠?",10
닥터 스트레인지: 대혼돈의 멀티버스,"다양한 장르도 멀티버스로 혼돈이지만 잘 버무렸습니다. 공포, 코믹, 좀비 등등 세계관도 버무리기까지 잘 쓰까먹은듯합니다",10
닥터 스트레인지: 대혼돈의 멀티버스,"여자, 남자, 엄마 중에 엄마가 젤 강인하다는 걸 보여준 영화 ㅎㅎㅎ 지옥이랑 지우학 느낌이 있어서 좀비물 같기도 했지만 꿀잼♡_♡ ",10
닥터 스트레인지: 대혼돈의 멀티버스,후기 되게 안 좋길래 걱정 하면서 봤는데 역시 마블은 마블이다 .... 개재밋어여 ㅠㅠㅠㅠ ,10
닥터 스트레인지: 대혼돈의 멀티버스,배우들 연기도 너무 좋고 나는 연출도 좋았음!2시간 순삭 꿀잼!,10
닥터 스트레인지: 대혼돈의 멀티버스,저는 매우 재미있었습니다.,10
닥터 스트레인지: 대혼돈의 멀티버스,저는 매우 재미있었습니다.,10
닥터 스트레인지: 대혼돈의 멀티버스,개존잼내스탈임내스탈임진짜진짜,10
닥터 스트레인지: 대혼돈의 멀티버스,스파이더맨보다 훨 재밌다,10
어부바,노마~~~우리노마~~너무너무 연기잘하고  너무 감동받았어요~~  눈물펑펑~~흘렸어요..;;아빠를 생각하는 따뜻한마음~  아빠도아들을 사랑하는 마음이~~  감동 이에요~~^^노마~~~  너무귀여워~ 변호사  이슬이엄마의 연기도 속이다시원했어요~~^^★★♥♥♥ ㅡ라라^^ㅡ,10
닥터 스트레인지: 대혼돈의 멀티버스,전 너무 재밌었어요!! 별로란 평이 많아서 의리로 보긴 햇는데 기대 이상 이였음 !!!,10
닥터 스트레인지: 대혼돈의 멀티버스,완다가 다 했어요나는 한번더볼겁니다완다를 한번더 보고싶어요,10
번지 점프를 하다,이병헌은 그냥  원래부터가 연기신이였네 ,10
배드 가이즈,와.. 짝짝짝  진짜 죽기전엔 봐야하는 영화구요. 진짜 대박.. 말이 필요없어요.,10
닥터 스트레인지: 대혼돈의 멀티버스,멀티버스라 정신없는데 나름 엄청 재미나게봄!마블 골수팬이라면 재미있을거임,10
너의 이름은.,현재까지 내 인생 영화 너무 좋음!!,10
아무도 없는 곳,감동적인 영화네요 잘봤습니다 ,10
닥터 스트레인지: 대혼돈의 멀티버스,유치? 스토리? ㅈㄴ 재밌구만..ㅋ 다만 완다 스토리 공부만 좀 하고가면 개꿀잼임 ,10
워커힐에서 만납시다,생각보다 노래도 좋고 재밌고 또하나 남정임 미모에 깜짝 놀란 작품. 유튜브에서 볼 수 있습니다.,10
닥터 스트레인지: 대혼돈의 멀티버스,아니 완더비전 서사 미리 보지도 않고 영화보러와서 이해안간다는둥 재미없다는둥 개소리좀 하지마라 유툽에 다 요약본있으니 좀 20분정도 투자하고 요약본보고 봐라 그럼 재미없단생각 일도 안드니!!!!으휴 ,10
킬 빌 - 1부,영상과 ost가 왜 거장인지 말해줌,10
닥터 스트레인지: 대혼돈의 멀티버스,재밌었습니다,10
인터스텔라,크리스토퍼놀란.. 진짜 또라이 같애 ….,10
국제수사,배우들 연기력 최고였어요  여러번봐도 재밌어요,10
어부바,"가족영화로 잔잔히 보기좋아요, 감동적이에요,, ",10
나를 만나는 길,보면서 같이 명상할수 있었습니다.  연주곡 장면에서는 눈물이 났습니다. 위로받는 기분이었어요. 영화가 끝날즈음에는 마음이 고요해졌습니다. ,10
어부바,오랜만에  자녀들하고 잼있게보고왔어요^^최대철배우  연기정말잘하네요 굿굿굿입니다,10
닥터 스트레인지: 대혼돈의 멀티버스,개꿀잼ㄲㄲㄲㄲ겨겨어터터터ㅓ,10
닥터 스트레인지: 대혼돈의 멀티버스,개꿀잼ㄲㄲㄲㄲ겨겨어터터터ㅓ,10
스타쉽 트루퍼스,지금봐도 대단한 수작이네요,10
어부바,코믹하면서 휴머니즘이 있어요. ,10
어부바,소소한 가족과 일상의 소중함을 유쾌하게 담았네요 ,10
우연과 상상,홍상수가 배워야할..공으로 쳐먹는 홍상수ㅋ,10
닥터 스트레인지: 대혼돈의 멀티버스,간만에 먹은 팝콘이 너무 맛있어서 그냥 별 다섯,10
무사 쥬베이,추천 합니다 액션이 살아 있네요,10
닥터 스트레인지: 대혼돈의 멀티버스,이블 데드 닥터 스트레인지 ㅋㅋ,10
봄날,죽음이 당면한 순간에서야 무언가 깨닫는스토리 . 강아지를 다른사람의  손에보내고.회한의미소를 .,10
배드 가이즈,재미있어요 한번 봐보세요,10
닥터 스트레인지: 대혼돈의 멀티버스,너무 재밌다 간만에 극장와서 그런가 개꿀잼..완다도 안쓰럽구 마지막에 닥터스트레인지가 크리스틴한테 대사치는데 크으 눈물남ㅠㅠ,10
닥터 스트레인지: 대혼돈의 멀티버스,태어나서 처음으로 본 마블영화인데 내용 1도 모르는 머글이지만 너무 재밌었음..ㅠㅠ ,10
닥터 스트레인지: 대혼돈의 멀티버스,킹재밌음왜 별점이 이렇게 낮은 지 모르겟음!!,10
닥터 스트레인지: 대혼돈의 멀티버스,재미있다!! 도대체 왜이렇게 혹평을 하는걸까 감독에 따라 분위기가 바뀌는건 당연한 일이고 이 감독의 분위기에서 완다를 아주 잘 살린 마블의 영화다,10
원더풀 라이프,올해 최고의 영화. 벚꽃이 든 봉지를 건넬 때 눈물이 났다.,10
어부바,노마주인공 연기 너무너무 잘 한다감동 받았어요 ,10
닥터 스트레인지: 대혼돈의 멀티버스,너무너무 재밌음 개인적으로  마블시리즈중 상위권,10
니 부모 얼굴이 보고 싶다,제목보고 노잼인줄 알았는데 재미있었어요. 반전 최고!!! 연기도 최고!!!,10
닥터 스트레인지: 대혼돈의 멀티버스,재미씀공포영화 느낌도 나는게 신선쓰,10
어부바,아이들도 너무 귀엽고 부산의 전경을 잘담은것같아서 기분 좋게 봤습니다ㅎㅎ 정준호 배우님 사투리 연기 힘드셨을꺼같은데 나름 사투리를 잘살리셔서 재밌게 봤네요ㅋㅋㅋ가족 영화로 즐기고 싶으신 분들은 지금 바로 보세용~,10
니 부모 얼굴이 보고 싶다,우선 저 영화 못봤습니다.근데 밑에분 생각이란게 있는 사람입니까?평점 궁금해서 들어왔는데 결말을 알아버렸네요감사합니다 ;;,10
해리 포터와 마법사의 돌,해리와 친구들의 성장기가 감동적입니다,10
닥터 스트레인지: 대혼돈의 멀티버스,난 완전 존잼이였는데여,10
라스트 듀얼: 최후의 결투,신념과 가치가 서로 반목할 때 목숨만큼 무거운 선택을 해야 하는 시대. 누가 그 선택을 평가할 수 있을까.,10
엄마,엄마 뺨을 후려주는게 사이다이다,10
오두막,굉장히 영적인 영화다.. 인생을 살면서 용서와 사랑을 깨닫고 실천하기란 얼마나 어려운 일인가.. 신의 마음을 엿볼수 있는 좋은 영화였다..,10
닥터 스트레인지: 대혼돈의 멀티버스,4d로 봤는데 기대한 만큼 재밌었어요!!!ㅎㅎ,10
수퍼 소닉2,재미있었고 3편이 빨리 나왔으면 좋겠어요~,10
야차,잼나기만 한데 평이 왜이래~ 킬링타임용으로 딱인듯,10
결혼 이야기,"잔잔하지만 몰입되는 영화. 현실적이라 잔인하지만 진한 감동이 있어 좋았다. 결국 니콜이 원한 건 본인 세계를 인정해주고 응원해주길 바라는 거였는데, 이젠 응원밖에 해줄 수 없는 사이가 된 게 씁쓸했다. ",10
수퍼 소닉2,기대안했는데 재미있게 봤어요잘만든 영화,10
"님아, 그 강을 건너지 마오",한번 살다가는 인생..내가 아닌 누군가를 저토록 아끼고 사랑할 수 있을까..두분의 마음이 사랑이 너무 아름답고 슬프네요..부디 하늘에서 영원히 행복하시길 빕니다.,10
어부바,난 간만에 감동있고 어린애들도 다 볼수있는 영화에  10점줍니다 애들이 어색한연기도  나름 재미있고 베테랑은 역쒸 베테랑답게 연기했어요마지막 엔딩도 긋,10
데드캠핑 더라이브,"기대안하고 봤는데, 다시보게된 영화. 예상하지 못했던 남지현의 활약은 영화의 재미. 겁대가리 없이 나대는 사람들 너무 많은 세상, 수연이가 다 정리 해줬음 좋겠다",10
닥터 스트레인지: 대혼돈의 멀티버스,개재밌구만 유치해서 그렇지,10
형,펑펑 울었다 내눙물 ㅠㅠㅠㅠ,10
핵소 고지,정말감동적이었습니다 ,10
닥터 스트레인지: 대혼돈의 멀티버스,마블은 절대로 죽지 않을것다.,10
닥터 스트레인지: 대혼돈의 멀티버스,차베즈빼곤 다 괜찮았던 영화,10
닥터 스트레인지: 대혼돈의 멀티버스,역대급재미있어요짱짱,10
닥터 스트레인지: 대혼돈의 멀티버스,기대치륻 낮추고 배경공부 살짝하고 관람하니 너무 재밌게봤다. 마블 전체 중 탑 6는 들수있을듯,10
트루먼 쇼,밝은 호러는 처음이었다..,10
닥터 스트레인지: 대혼돈의 멀티버스,최소한 마블드라마 완다비전은 봤어야 100%이해할 수 있는 영화였다.완다비전 안 보고서 내용 뭐라하지말기를..,10
닥터 스트레인지: 대혼돈의 멀티버스,완다 최애들은 무조건 봐야하는 영화... 마블놈들아 우리 완다 이만 행복하게 해주세요,10
어부바,가족들과 기분 좋게 볼 수 있는 영화,10
어부바,5월 가정의 달 온가족이 볼만한 영화입니다.  가족간의 사랑이야기..잔잔하면서 뭉클한 스토리. ,10
아포칼립토,내생애 10대 영화에 꼽히는 명작중에 명작,10
레버넌트: 죽음에서 돌아온 자,어떤 환경에서건 어떤 인간이 될지는 스스로 정한다,10
먼 훗날 우리,너무나 현실적으로 아름다워서 가슴이 아린다.,10
어부바,정겹고 재밌었습니다~ ,10
파이란,"파이란과 강재는 한 번밖에 만나지 않았지만,영화 내내 붙어있는 멜로 배우들보다 더 큰 감동을 줬다.요즘 영화들보다 더 길고 여유있는 롱테이크까지 영화를 더 완성도있게 만들었다.",10
헤드윅,보고있어도 보고싶은 영화 ,10
닥터 스트레인지: 대혼돈의 멀티버스,캐릭터들이 입체적으로 변하는 과정을 배우들이 연기로 잘 표현해서 좋았어요. 시각적 효과도 큰 관에서 보니 멋있었고 재밌게 잘 봤습니다~,10
닥터 스트레인지: 대혼돈의 멀티버스,미술감독이 돋보임. 대사도 매력적임. 후속작이 기대됨.,10
배드 가이즈,각각의 캐릭터가 귀엽고 개성있음.  스파이더맨 유니버스 느낌나서 진짜 눈힐링하고 온 영화. 스토리도 볼만함. 한번쯤 보는걸 추천,10
"파리, 13구","혼란스러운 그 도시, 그 속에서 벌어지는 관계의 시작과 끝 그리고 확장",10
더 컨트랙터,크리스 파인 너무멋져요! 스타트렉켈빈타입 함장님! 제 팬이에요! 크리스 파인 화이팅!!!! ,10
닥터 스트레인지: 대혼돈의 멀티버스,호불호가 갈린다해서 기대를 안하고봤는데 저는 기대 이상으로 너무 재밌게봤습니다 샘레이미 감독의 스타일을 확실하게 보여준 영화라고 생각합니다 어설픈 CG가 좀 아쉬웠으나 그 이외에 모든것이 완벽했다고 생각합니다 완다비전과 로키는 미리 꼭 감상하고 보시는게 재미를 더 할 것 같네요,10
닥터 스트레인지: 대혼돈의 멀티버스,와 두번째 쿠키 대박이다... 지금까지의 마블영화중 가장 엄청난 떡밥을 던지는 쿠키임 두번째 쿠키보고 영화관에서 사람들 단체로 감탄함,10
배드 가이즈,엄마와 중3 제가 딱히 볼 영화가 없어서 그냥 아무 생각없이 보자 하고 본 영화였습니다 근데 정말 재밌었고 스토리도 뻔한 느낌이 있었지만 반전에 반전에 반전이 계속나와 지루함 전혀 없이 정말 재밌게 관람했습니다 내일 또 볼 예정,10
할로윈 킬즈,무서워서 잘 못봄 근데 시리즈로 보니깐 더 무섭네,10
닥터 스트레인지: 대혼돈의 멀티버스,진짜 믿고 보는 마블이다같은 영화값을 내고 아깝지않음ㅠㅠ 이번에 공포영화같기도 하고 무섭기도하고 나의 힘든 고시생활에 감동,10
어벤져스: 엔드게임,아이언맨 돌아와!! 캡틴 살려내요!!,10
어벤져스: 엔드게임,아이언맨 돌아와!! 캡틴 살려내요!!,10
푸른 호수,가슴이 먹먹하네요. 어떻게 됐을까요?,10
닥터 스트레인지: 대혼돈의 멀티버스,링귀신좀비 출몰쿠키영상 2개있어요,10
현기증,알프레드 히치콕이 왜 거장인지 알려주는 1958년작 영화! 샌프란시스코의 몇몇 랜드마크는 64년이 지난 지금도 변함없구나..,10
닥터 스트레인지: 대혼돈의 멀티버스,"재밌는데, 평점이 이상하세 낮네요",10
나라야마 부시코,그저 말문이 막힐뿐인 영화,10
닥터 스트레인지: 대혼돈의 멀티버스,입? 무슨 입?완다 사랑해요,10
닥터 스트레인지: 대혼돈의 멀티버스,스토리나 이런 부분은 전작능욕만 아니면 신경쓰지 않는 입장에서는 재미있게봤으나 몇몇분들은 호불호가 있을수 있을겁니다 그러나 그외의 액션은 재미있어서 2시간정도가 훌쩍 갔네요,10
닥터 스트레인지: 대혼돈의 멀티버스,굳굳 ㄹㅇ 완다비전 보고 봐야뎀,10
인사이드 맨,인과응보 명작중 명작입니다,10
닥터 스트레인지: 대혼돈의 멀티버스,cgv온게 후회가 안되네요 정말 최고였습니다.,10
닥터 스트레인지: 대혼돈의 멀티버스,형용할 필요가 없는 영화,10
배드 가이즈,"그림이랑 캐릭터, 내용이 마음에 들어 봤는데 예상보다 높게 재미있는 영화 였습니다. 재미있었습니당~ ",10
우리가 사랑이라고 믿는 것,최근에 본 영화중 최고한편의 시같은 여운이 남는 영화,10
어부바,어린 배우들 연기가 웃기고 정준호 배우님은역시 레전드가끔 노래가 웃긴했은데 가족끼리 보면 좋을 듯 싶네요,10
어부바,영화를 보고 나서 참 좋았기에…태어나서 감상평 처음 적어봅니다^^ 정말 오랜만에 마음 따뜻해지는 영화 보고 왔어요 어부바!! 이 단어만 들어도 뭔가 뭉클해지는…..근데 웃기기까지 해요 그래서 보는 내내 울다가 웃다가 ㅎ하 ㅋㅋㅋ눈물 콧물 ㅋㅋㅋㅋ다 흘림요아기를 출산하고 봐서 그런지 보는 내내 부모님이랑 가족이  정말이지 너무 생각나더라구요 ㅠㅠ 영화 속 대사 그리고 행동 하나하나에 공감이 정말 많이 가서 혼자 고개를 끄덕이게 되더라구요~~배우분들 특히 정준호님이랑 최대철님 연기 대박이에요어쩜 연기를 그렇게 잘하시는지 그리고 다른 조연 배우분들도 너무 좋았어요~  어쩜 캐릭터에 맞는 분들을 어디서 캐스팅하셨는지슬프면서도 웃기는 ㅋㅋㅋ 지금 감상평 쓰면서도 미소짓게되는아이들이랑 함께 보기시를 찐강추 드려요 보고 나서 가족들이 맛있는 식사하면서 같이 영화에 대해 얘기 나누면 정말 좋으실거에요 친구들이랑 봤으니 저도 딸이랑 남편 데리고 또 보러 가려고요 또 기대가 되는 이유는 우리딸이 영화 보고 뭐라고 말해줄지에요♥?,10
닥터 스트레인지: 대혼돈의 멀티버스,볼거리 많은 화려한 연출정말 재밌었어요!!,10
닥터 스트레인지: 대혼돈의 멀티버스,두시간 동안 엄청 행복했당♥,10
닥터 스트레인지: 대혼돈의 멀티버스,개미쳤음 진짜 존나 재밌다...,10
먹고 기도하고 사랑하라,30대이상 분들이 좋아하실꺼 같고 10년주기로 보면 볼때마다 느낌과 깨달음이 다를꺼같아 기대가 됩니다.,10
야차,재밌는데! 호불호가 심한건가,10
닥터 스트레인지: 대혼돈의 멀티버스,진짜 재밌었음. 연출이 완전 멋져서 홀린 듯이 봤음,10
범죄도시,영화는 참  재밌게잘봣는데윤계상배우 억양이 너무 어색함.  많이 거슬려서 좀  몰입감이 깨짐.  다른 배우들은 조선족말투  열심히  연습해온것같은데  윤계상님은 왜 연습 안해오심?? ,10
닥터 스트레인지: 대혼돈의 멀티버스,킬링 타임용으로는 훌륭하지만 마블 기대치에 비해서는..,10
닥터 스트레인지: 대혼돈의 멀티버스,"혹평이 많아 걱정했지만마블 팬이라면, 스칼렛 위치 좋아하면아주 재밌게 보고 나오실수 있습니다",10
곰돌이 푸 다시 만나 행복해,돌아가고픈. 유년의 기억…..,10
닥터 스트레인지: 대혼돈의 멀티버스,연출 너무좋았어요.. 너무재밌게봤어요 ㅎㅎ 드림워킹 하고싶당,10
닥터 스트레인지: 대혼돈의 멀티버스,와 진짜 재미있었음 개추,10
어부바,요즘 가족들과 다함께볼 수 있는 영화가 없었는데어부바 덕분에 저희 온가족 너무 즐겁게 봤어요정말 가슴 따듯해지는 영화 너무너무 감사합니다그리고 정준호배우님 연기 넘넘 최고예요!,10
화양연화,"남겨진 이들에게 뜻밖에 스쳐오고 홀연히 떠나가는 어떤 시절, 그 사랑.",10
닥터 스트레인지: 대혼돈의 멀티버스,매력넘치는 완다.. 멀티버스 마블시리즈 기대하게 만드네요,10
닥터 스트레인지: 대혼돈의 멀티버스,정말 재밌었습니다^^,10
닥터 스트레인지: 대혼돈의 멀티버스,진짜 ㄹㅇ 너무 재밌어요,10
닥터 스트레인지: 대혼돈의 멀티버스,"호불호가 갈릴 수 있는 연출, 전 개인적으로 매우 만족하며 잘 봤습니다 ㅋㅋ이렇게 자기 스타일을 녹여내는 동시에 스토리를 고스란히 전달할 수 있는 감독이 또 있을까요?뒤로 가면 갈수록 폭소 터집니다! 마지막으로 가면 갈수록 영화관 박장대소 ㅋㅋㅋ",10
캐쉬백,야한거보러 왔다가 눈물을 흘리고 말았다.,10
신비한 동물들과 덤블도어의 비밀,진짜 재밌는데 해리포터 시리즈부터 궁금했던 덤블도어 비밀도 풀리고 스토리 구성도 괜찮음 특히 덤블도어 그린델왈드 전투씬이 너무 소름돋음,10
빅 히어로,아이땜에 봤는데 저도 너무 재밌게 봤어요,10
닥터 스트레인지: 대혼돈의 멀티버스,가지고 싶어도 못가지는 것들에 대한 미련 혹은 집착. ,10
닥터 스트레인지: 대혼돈의 멀티버스,역시 날 실망시키지 않았어,10
배드 가이즈,왜 다들 늑대늑대 했는지 알겠다ㅠ,10
닥터 스트레인지: 대혼돈의 멀티버스,5살 쌍둥이 사진 아빠인데 펑펑 울면서 봤네요. 역대 마블 영화중 가장 재밌었습니다. ,10
뜨거운 피,"저평가 됬다.. 미쳤어요.. 아무 정보없이 봤는데,연기랑 연출 너무 관능미 있..영화보다 좋아하는 소설 고래가 생각나서 책장보고 작가님 이름 한번 봣다가, 검색해보고 너무 깜짝 놀랐습니다... 소름...",10
밥정,눈이 아프다. 슬프다. ,10
만춘,지루한 듯하면서도 매력적인 오즈 야스지로 감독 영화,10
화양연화,가장 아름답던 시절의 이야기..배경음악 이별연습 아슬아슬 줄타기 절제미 미장센 국수 비 홍콩 아파트 왕가위 양조위 장만옥 ,10
사도,아동학대 파국이드ㅏㅓㅓㅏ,10
배드 가이즈,아이들이랑 같이 봤는데 너무 좋아하네요.,10
짱구는 못말려 극장판: 정면승부! 로봇아빠의 역습,아이들보다 어른들이 더 좋아하는 그런 극장판 아이랑 같이 보러 갔다가 어른이 질찔짜는 역대급 극장판,10
검객,역시 액션 최고 한국판 테이큰이네요,10
닥터 스트레인지: 대혼돈의 멀티버스,감동 연출 다잡음 역시 닥터 ,10
닥터 스트레인지: 대혼돈의 멀티버스,"진짜 너무 재미있어요!캡틴마블 같은 이상한 캐릭터로 페미같은 이상한거 하지 말고이렇게 진정성 있고 설득력 있게 만들면 얼마나 좋습니까?우주 최고의 파워 중 하나는 모성애입니다.완다를 볼때마다 자꾸만 울컥울컥 하네요.나에게도 저런 어머니가 있었으면 얼마나 좋았을까 하는 생각이 들더군요.영화 보는 내내 한순간도 나의 집중을 놓치지 않게 했습니다.매버릭을 상당히 기대하고 있는데 이 영화보다 더 재미 있을 수 있을까 하는 생각에 걱정이 앞서는군요.(164/1,000)",10
어부바,잔잔바리로 보기 괜찮습니다. 배우분들 연기 좋았습니다. 가족영화로 추천합니다. ,10
어부바,등장인물들의 사투리가 조금아쉽지만 둥글둥글 재밋었습니다. ,10
겨울왕국 2,재밌고. 점점 빠져드게 됨.,10
닥터 스트레인지: 대혼돈의 멀티버스,"오랜만에 평점 쓰네요^-^ 일단 영화는재밌습니다!!! 전 솔직히 예매했을때부터 평점이별로 안 좋아서 기대 않하고 가서 봤었는데 와~역시 기대를 저버리지 않더군요. 그리고 이 영화의 최대 장점은 스토리가 굉장히 탄탄하고 재밌습니다. 최대 단점은 CG가 티가 많이 납니다. 하지만 닥터 스트레인지 1과 같이 스토리가 흥미 진진해서 다음 편이 혹시 나온다면 기대해도 좋을 법 합니다. 그리고 완다가 빌런으로 나온 것도 인상적 이었고, 또 스파이더맨 노웨이 홈에서 다뤘던 멀티버스를 좀 더 구체적이게 알 수 있어서 굉장히 재미있었습니다. 솔직히 결말이 찝찝하긴 합니다만, 이런걸 예상했을땐, 아무래도 곧 있음 닥터스트레인지3도 나올것같군요.P.S 디즈니 CG  좀 작작해라.",10
배드 가이즈,"이제 6살된 아들은 어린나이에 코로나라는 세상을 만나, 사람은 원래부터 마스크를 꼭 써야하고 사람많은곳은 가면 안돼는줄 알면서 살았는데  , 이번에 태어나서 처음으로 아들과 CGV에 가서 아들에게 이런곳도 있다는걸 알려주었더니 팝콘먹으면서 배꼽빠지게 웃으며 영화보는데 뿌듯하고 기쁘면서도 미안한 마음이 많이 들었네요. 너무 너무 잼있게 웃으면서 보고 나온 저희 아들과 생에 첫 영화~재미도 있고 내용도 좋았고~ 평생 잊지 못할 영화로 저희 가족에게 남을 영화가 되었습니다 ^^배드가이즈를 아들의 첫영화로 선택한것은 탁월한 선택이였습니다",10
그것만이 내 세상,정말 몇번을 봐도 잼있네요눈물도 흐르고…잼있게봤습니다,10
닥터 스트레인지: 대혼돈의 멀티버스,"완다비전,로키,왓이프 보고나서 영화보세요!!별점 낮게 줄수가 없습니다!!!",10
그것만이 내 세상,이병헌은 어떤장르던케릭터전부  녹아든다,10
킹덤 오브 헤븐,깊이있는 스토리와 명대사... 종교와 믿음. 맹목적인 열정이 얼마나 참담한 결과에 이르게되는지 목격합니다. 신념과 지조가 무엇인지... 자신을 되돌아보게 만드는... 명작,10
내 아내의 모든 것,"언젠가 남편과 사이가 벌어진 틈에 다른 누군가가 마음에 들어온다면 사랑에 취해있기 보다는 남편과 처음 만났던 때가 생각날 것이고 다른 사람이 마음에 들어올 만큼 우리는 왜 틈이 생겨야만 했을까, 왜 이렇게 되었을까 하는 생각에 힘들어할 것 같다 라고 생각하게 되는 영화.나는 행복했던 그 시절에 과연 충실했나 ",10
